书号	中文名	译名	作者	译者	用户名	评级	日期	helpful vote	标题	内容
25	三国演义	Three Kingdoms: A Historical Novel, Part 2	罗贯中	Moss Roberts, John S. Service	nonlinear Ric	5.0	2017年2月9日 在美国审核	7	Better than the Game of Thrones!	Now for the diatribe.  This is the 2nd translation I have read. For the westerner all the Chinese names can get confusing. One approach is to imagine an Asian coming to America and all your friends names are Smith, Jones, and Williams. At least I know quite a few, and they are NOT related. This translation actually has an appendix in the 2nd volume that lists all the names. REALLY HELPFUL!   Personally, I started reading the 1st translation I have, (in four volumes "not for sale in the USA") as the tv series, Game of Thrones got into it's 2nd season. My friends, who I watch it with are fanatics about the series. makes sense it has been the #1 TV show, several years running. For me, the Three Kingdoms has been much more enjoyable. Sometimes history is just better than the the most creative fiction. Now, this is a romanticized version of a piece of early Chinese history almost 2000 years ago. Every so often, I have to remind myself that this stuff essentially did happen. There is one scene, (an event in actual history) regarding some actions by Cao Cao that is, well, still talked about today in China, and a very dark stain to Chinese history. (OK, so there are some serious stains in Scottish and western history..)   As a westerner, I have to keep reminding myself that so much of what I am reading did actually happen. Even when I step away and remind myself that the author himself, (or whom this writing is  accredited to), lived centuries later. Well, the authors time is STILL over 1,000 years ago! Step away from Games of Thrones, or better, since the series has to wait for the author to catch up, use that break and read this series. Don't worry if all the names and locations appear confusing. Just read it. I read half of it over two days non-stop. (fortunately it was the weekend) and I am NOT a bookworm. It is hard to get me to sit down and read something. Perhaps I am praising this work too much... However, I really feel that this story is one that every westerner in the 21st century should read. It will not explain China or even Asian culture today. As it is considered one of the "5 classics" in Asian culture. It is Camelot on steroids. It almost puts the American Civil War to sleep, and as a proud American, I wish the story of our founding fathers could be half as exciting. Have fun and good luck!  Don't try to read it on the bus! or during your lunch break. You might get fired for no showing up to work..
25	三国演义	Three Kingdoms: A Historical Novel, Part 2	罗贯中	Moss Roberts, John S. Service	Andrew S.	5.0	2015年10月6日 在美国审核	13	Best translation by a mile; frustrating editorial placement of footnotes	Moss Roberts' translation is absolutely fantastic. Much more alive than others. Take the opening sentences: "Here begins our tale. The empire, long divided, must unite; long united, must divide. Thus it has ever been." Compare this with Taylor's translation: "Domains under heaven, after a long period of division, tends to unite; after a long period of union, tends to divide. This has been so since antiquity." Or Hegel's: "Empires wax and wane; states cleave asunder and coalesce." It's really no contest. Roberts' prose is lively and absolutely engaging throughout. He's that rare translator who not only understands the nuances of the original language but has a keen ear for English prose. The only complaint I have about this edition is that all the footnotes (and there are a *lot*) are at the back of the 2nd volume, which means that while reading the first two-thirds of the epic, you have to carry around both volumes (and these are big, heavy books). I don't know if there are other high-quality printings of Roberts' translation which might improve on this issue, but I wouldn't even consider a different translator. [This review is a duplicate of the one I submitted for volume 1]
25	三国演义	Three Kingdoms: A Historical Novel, Part 2	罗贯中	Moss Roberts, John S. Service	TreboR	5.0	2019年9月19日 在美国审核	0	Good seller.	Good book. Accurately described.
25	三国演义	Three Kingdoms: A Historical Novel, Part 2	罗贯中	Moss Roberts, John S. Service	GTL Marketplace	5.0	2018年4月17日 在美国审核	0	Five Stars	Thank you.
25	三国演义	Three Kingdoms: A Historical Novel, Part 2	罗贯中	Moss Roberts, John S. Service	Always1957	4.0	2013年1月2日 在美国审核	7	The best modern translation of a Chinese classic	I first encountered Moss Roberts' translation in a greatly abridged version which I took with me on my first trip to China.  It greatly increased my enjoyment of the trip.  Now Dr. Roberts has completed his translation of the whole novel.  It is much more readable than the only other complete translation in English, that of Brewitt-Taylor.  Many centuries of Chinese have used this book to gain wisdom about politics and war; I highly recommend that you take a look.
25	三国演义	Three Kingdoms: A Historical Novel, Part 2	罗贯中	Moss Roberts, John S. Service	dvBunny	5.0	2017年6月7日 在美国审核	0	A True classic !	A True classic
25	三国演义	Three Kingdoms: A Historical Novel, Part 2	罗贯中	Moss Roberts, John S. Service	REB	5.0	2017年5月4日 在美国审核	0	Everyone should read it.......	Timeless classic.  Very nice paper binding!
25	三国演义	Three Kingdoms: A Historical Novel, Part 2	罗贯中	Moss Roberts, John S. Service	Andre	5.0	2014年12月9日 在美国审核	0	Its like lord of the rings but Asian you should play ...	Its like lord of the rings but Asian you should play dynasty warriors 8 and watch redcliff to get a feel for it or even read toilkens books to get you in the mood
25	三国演义	Three Kingdoms: A Historical Novel, Part 2	罗贯中	Moss Roberts, John S. Service	Paul Correll III	5.0	2014年10月28日 在美国审核	0	Five Stars	Well written.
25	三国演义	Three Kingdoms: A Historical Novel, Part 2	罗贯中	Moss Roberts, John S. Service	Tengu	5.0	2012年9月21日 在美国审核	0	Nothing to say	Great package, with protection. I receive it in a week. Take care about additionnal cost for TVA of your own country Nothing to say, good job
25	三国演义	Three Kingdoms: A Historical Novel, Part 2	罗贯中	Moss Roberts, John S. Service	Regan P. Shepherd	5.0	2011年3月31日 在美国审核	16	Dynasty Warriors	As a kid, one of my favorite video games was ' ' on the NES.  I played that game until TWO cartridges died from usage.  Later, on Playstation, I found ' ' and noticed a lot of similar names.  I played it and it was FANTASTIC.  I thought I was fulfilled in my living of Chinese myth/history until my mother bought me this four volume set for Christmas.  I was dumbfounded and immediately tore the plastic wrapping off and started reading.  They were all there.  All my favorite characters in my favorite games were all there and now, they had depth, they were people on the page in print living out the digital approximations I had loved so much.  Watching the formation of the Kingdom of Shu lead by the virtuous Liu Bei and Guan Yu with insurmountable strategist Zhuge Liang as the Prime Minister; seeing the power-hungry Cao Cao usurping the Han Emperor's throne; the brilliant but always foiled plans of Zhou Yu to kill Zhuge Liang; this wonderful story woven through each volume is PURELY RIVETING!  Play the games!  Buy the books! Live the adventure!
25	三国演义	Three Kingdoms: A Historical Novel, Part 2	罗贯中	Moss Roberts, John S. Service	Ian Gant	5.0	2020年12月15日 在英国审核	0	I Am Saying Blessed Delivery Driver when I should Say Bloody Delivery Driver.	I was at home, with two cars in the drive, delivery instructions clearly stated if not at home leave in rear porch. The driver went to the rear porch which has a closed but unlocked door but rather than place them inside the porch he took the lazy option and placed the package on the 'Milk Box' to the right of the porch door. It should be noted that the goods which were in Amazon eminently recyclable but soluble packaging , it was pouring with rain and the packet contained expensive text books. Had they not have been urgently required for an academic thesis I would have returned them. However the need was great and half an hour of careful application of a hair-dryer  allowed  the pages of the uppermost volume to to separate and thus be read. Amazon is a convenient way to buy textbooks and other goods but the regularity of of crass stupidly by couriers who leave expensive items on the front doorstep and so visible from an adjacent footpath, solid state electronics left exposed to the elements  and even albeit boxed  jewelry resting against some outer door. Risky, inconsiderate, and positively the act of the indolent and those who speed rather than adhering to the instructions recorded against the delivery advice E-Mail..
25	三国演义	Three Kingdoms: A Historical Novel, Part 2	罗贯中	Moss Roberts, John S. Service	J. Stenhouse	5.0	2017年3月7日 在英国审核	0	A long read but possibly he best and most engrossing book I've ever read	A long read but possibly he best and most engrossing book I've ever read.  A massive cast of characters (fortunately there's a list of characters to refer to at the back of the book).  Footnotes help with the context but are out of the body of the text so don't interfere with the flow of the story.  The writing style of the translator makes the book very readable and it cracks along at a fair pace
25	三国演义	Three Kingdoms: A Historical Novel, Part 2	罗贯中	Moss Roberts, John S. Service	Mrs Kathryn Kralevich	5.0	2015年2月12日 在英国审核	1	a really good read	great condtion excellent service & a really good read
25	三国演义	Three Kingdoms: A Historical Novel, Part 2	罗贯中	Moss Roberts, John S. Service	Mrs. C. L. B. Richardson	5.0	2012年5月8日 在英国审核	2	A wonderful read	I highly recommend this outstanding two volume set, to anyone interested in the classic literature of China. Terrific in terms of both content and shelf appeal, it's a must have for avid readers of great works.
25	三国演义	Three Kingdoms: A Historical Novel, Part 2	罗贯中	Moss Roberts, John S. Service	Khalil B.	5.0	2015年6月15日 在英国审核	0	Five Stars	5 stars!
25	三国演义	Three Kingdoms: A Historical Novel, Part 2	罗贯中	Moss Roberts, John S. Service	PB	4.0	2012年3月27日 在加拿大审核	0	Three Kingdoms Part 2	This item arrived quickly and in good condition.  I hope I have purchased that right Part 1 as there were more than one book with the same title but nothing to indicate which book comes with.
25	三国演义	Three Kingdoms: A Historical Novel, Part 2	罗贯中	Moss Roberts, John S. Service	Remi Tapp	5.0	2017年10月30日 在加拿大审核	0	Five Stars	Super interesting book! I read it twice
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	Mighty Mare	5.0	2017年4月15日 在美国审核	12	Terra-cotta warrior cover Createspace Kindle edition =C.H. Brewitt-Taylor	At $1.99, with enabled table of contents, excellent value. There are no notes nor explanatory matter. If the great number of characters is confusing you can find maps, relationship charts, and other resources at the 3Kingdoms Podcast site.
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	Mike	3.0	2016年5月1日 在美国审核	6	Great story. Well made book	Great story. Well made book. Fast shipping. The print is tiny to the point of being too hard for these old eyes to read. Invest the extra money for a legible print size
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	Happy Customer	5.0	2018年8月8日 在美国审核	1	The Chinese rock!	What else can I say?
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	Daniel L. Butler	5.0	2018年4月24日 在美国审核	1	Five Stars	good read
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	Sontino Trigilio	5.0	2018年3月16日 在美国审核	2	Best book about Romance of the three kingdoms so far (that I know of)	Excellent book about the Romance warring era. Just wish the print was a little bigger. Tons of characters to keep track of too.
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	Geronimol Tagatac	1.0	2017年11月23日 在美国审核	4	An Inexcusablly Poor Edition	This edition of the Chinese classic has print that's unreadably tiny.  The print margins are nearly non-existent and the print's uneven on the pages.  I had to send it back.
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	Mr.Grey	5.0	2018年2月22日 在美国审核	1	Five Stars	One word "Epic"
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	Jayce	5.0	2018年5月9日 在美国审核	0	Five Stars	Exactly what i expected and arrived early.
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	Cara	2.0	2016年11月25日 在美国审核	8	Not the best edition available	Print size so small it gave me a headache. I'm talking pocket bible size font...beware.
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	John R. Horne	5.0	2017年2月7日 在美国审核	1	Five Stars	A lot of life lessons can be learned with an open mind.
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	A.Ok	5.0	2016年12月29日 在美国审核	1	Five Stars	Awesome read, a little slow in its pacing but what do you expect? The material predates us all.
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	Anonymous	3.0	2016年10月22日 在美国审核	0	The problem I'm having is distinguishing numerous characters from the ...	The problem I'm having is distinguishing numerous characters from the locales mentioned.  There is very little basis to differentiate people from places as the names are so similar in spelling and the characters are many....
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	Laura Herrera	2.0	2017年7月18日 在美国审核	0	Confusing	Probably very interesting but I could not handle the huge number of names that came up.  Very difficult to keep track of who's doing what.
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	John C. Cravey	5.0	2018年4月18日 在美国审核	6	The Art of War in Practice	Translation: Brewitt-Taylor, 120 chapters, 596186 words (Suggestions for more enjoyable reading are at the bottom of his review.) I’ve yet to run across another book that has done a better job of integrating combat action, strategy, tactics and politics.  In spite of its length I never got tired of reading it.  It leaves an impression the further you read—as I progressed through the book I noticed that I began to think more strategically--like a chess player. This is a historical novel, not an authoritative history text.  The history text of this period was RECORDS OF THE THREE KINGDOMS and like many works of fiction based on history, many parts of the ROMANCE can only have been speculation.  Also, skeptics might be unimpressed by the accounts of the supernatural (visions, omens, prophetic dreams (some of them horrible nightmares), miracles, ghosts, etc.) But the ROMANCE stands on its own as a work of fiction.  And not only do the supernatural events add a dash of spice, they’re also important in illuminating what’s going on underneath the worldly events.  For example, the fantastic account of Daoist magician, Zuo Ci, is probably as close to a peyote vision as most of us will ever get.  But it also presents us the enigma of powerful men.  Cao Cao was a great military leader and political ruler, but Zuo Ci offers him a chance to become a god.  You would think that godhood would be irresistable, but Cao Cao can’t give up his earthly power and his yearning to defeat and dominate other mortals.  In spite of that, powerful men are also hungry for supernatural powers.  They need to see the future and science only takes them so far.  They also have to dabble in religious thinking because everyone down to the humblest peasant takes the mandate of heaven very seriously.  It’s so serious that it starts a civil war in China, possibly the hardest country in the ancient world in which to wage a civil war due to its massive geographic size. This is also the story of effective military leaders and advanced military technology in the ancient world.  There were great strategists and generals like Cao Cao, Jia Xu, Xu Huang, Cheng Yu, Guo Jia, Lu Xun, Sima Yi, Deng Ai and especially Zhuge Liang.  I wish that more of the tactics that were mentioned had been fully described, but there were plenty of details.  For example, The Shu army suffered a major setback because of one bad gully.  Combats involved not only swordsmen but also messengers, logistics, engineers (tunnels, fortifications, moats, mounds, catapults), archers, incendiaries and riverine warfare.  Zhuge Liang even invented some kind of supply railroad, disguised as livestock.  Even tribesmen had metallic carriages.  This is one of the best novels I’ve ever read. 4.6 stars Suggestions for more enjoyable reading: 1. The first third of the book is essentially background. The story of how the Han dynasty became three separate kingdoms will be told here. The problem for you if you’re a Westerner (like me) is that it is chock full of Chinese names. In the course of the book you’ll become familiar with Liu Bei, Guan Yu, Zhang Fei, Cao Cao, Sun Quan, Sima Yi and Zhuge Liang. You might want to be aware of great generals and strategists like Cheng Yu, Guo Jia, Jia Xu, Lu Xun and and Xu Huang. But there are hundreds more and they’re not always easy to remember. Therefore, make a “cheat sheet” with what I would consider to be the most important names along with a small bit of biographical information on each.  (Try to limit this information to their rank, skill and who they served--You want to avoid including spoiler data.)  Do this for the names I’ve already mention and add Chen Gong, Cheng Pu, Ding Yuan, Dong Zhuo, Fan Chou, Guo Si, He Jin, Huangfu Song, Jian Shuo, Li Jue, Li Su, Lu Bu, Lu Zhi, Ma Teng, Tao Qian, Wang Lang, Wang Yun, Xun Yu, Yuan Shao, Zhang Ji, Zhang Yang, Zhou Yu and Zhu Jun. You should be able to ignore the rest.  The good news is that, after the background is covered, there won’t be many more names to remember. 2. You’ll enjoy the book much more if you have a set of good maps.  If your edition of the book lacks maps, you can find decent maps on the internet.  I found two or three maps that were useful.  I found the most useful map by googling “Map of the Three Kingdoms” and then downloading the map with the white land mass with the word “WEI” in blue, “SHU” in red and “WU” in green.  The problem is that this map is huge.  What I did was to use my graphics software to cut this map into smaller pieces.  The best idea is to cut them centering on the borders of the kingdoms because that’s where the battles will be.  I printed the JPG as a PDF document.  Then I found an online utility that converted PDF to MOBI format and put the maps on my Kindle (or did I just put the PDF on the Kindle?  Try both to see which works).  It was a bit of a pain to keep leaving the book to look at the maps, but at least I had some sense of where these guys were fighting.
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	Susan A. Coady	1.0	2017年8月12日 在美国审核	0	BEYOND BAD	If one likes reading the bible and who begets who, this is the book for you. Boring, boring, boring. It is by far the worse book I have ordered from Amazon ever.
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	Reed, Will	5.0	2016年4月24日 在美国审核	4	5 Stars	This is a must read book for anybody who enjoys historical novels and for people who love strategy and battles.
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	Wu Yuan	5.0	2000年12月31日 在美国审核	15	Read to believe there is such a great book ever written	I can't finish all my compliment for this book in this short review. You are not gonna believe it is such a splendid book until you read it yourself. This book is a saga with so much wisdom and humanity. It is as good as ancient Greek epic (with all repect to Greek) if not better. The wisdom in it is uncommonly plentiful. Trojan horse looks children's game after you finished the book. Romance of three kingdoms is a part of Chinese lives and now becoming popular in the world. Many Japanese companies make this book as a must-read for management staff. Read this book and I garantee that your time will be delightfully spent.
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	Amazon Customer	1.0	2016年6月12日 在美国审核	0	One Star	boring boring
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	Sarah28	3.0	2018年3月22日 在英国审核	0	Three Stars	Massive book. Quite hard to handle. Not for the faint-hearted.
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	Drummer	5.0	2018年7月13日 在英国审核	0	Romance of the 3 Kingdoms in English	A very precise translation of this book. Excellent for students.
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	Rafael	5.0	2017年7月13日 在巴西审核	7	Clássico da literatura em geral	Eu comprei esse livro depois de ver um vídeo na internet sobre o período dos Três Reinos na China. Foi uma compra meio impulsiva, mas o preço estava tão bom que decidi tentar. E não me arrependo de nada. O livro é um relato altamente ficcionalizado do período (em outras palavras, não leia como um livro de história muito seriamente), mas os personagens, o enredo não devem em nada para uma obra similar de hoje como Game of Thrones (e, honestamente, enquanto eu não consegui passar do primeiro capítulo de GoT, eu li até o final desse livro). O que mais me impressionou foram os personagens: você é capaz de ver personagens tão humanizados, é incrível um autor do século XIV entende muito melhor disso do que vários autores modernos. O que é divertido é ver planos se empilhando sobre planos e dá para criar momentos de imprevisibilidade. Também se adiciona o fato que o livro tem uma aplicação dos princípios de estratégia chinesa (por exemplo, generais que estudaram bastante A Arte da Guerra, mas não sabem improvisar, são considerados ruins). O livro é longo, mas os capítulos têm um tamanho muito bom para a leitura, lendo um capítulo por dia, tipo, antes de dormir, dá para ler o livro inteiro em menos de meio ano (se os ganchos permitirem, porque todo capítulo tem um gancho para o próximo). A tradução é uma versão antiga, de domínio público, mas que deve dar para o gasto, apesar de alguns problemas (além do mais, a presença de arcaísmos ajuda no clima do livro).
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	JULIEN FONTANEL	4.0	2018年5月19日 在法国审核	6	4 pour la collection. -1 pour la livraison	+4 pour le produit en lui même : c'est une belle collection. le papier est fin et agréable au toucher , de bonne qualité, solide. Le texte est propre et de jolie police, la traduction parfaite. petit plus : c'est une traduction chinois ( partie gauche) et francaise ( partie droite) , qui plaira aux érudits ou à ceux qui parlent - ou s'entraine à parler - les deux langues. -1 pour la livraison : ne pas mettre de protection anti-choc autour  des livres a provoqué un plis visible sur la première centaine de pages du premier tome, surement pendant la livraison. Je ne le renvois pas, mais j'aurai pu. Je conseille cet achat.
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	LMM	5.0	2016年5月13日 在加拿大审核	1	I am very pleased with this purchase and would recommend to others	No complaints nor issues.  Arrived on time, and as described. I am very pleased with this purchase and would recommend to others.
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	Hajime	2.0	2017年8月8日 在加拿大审核	0	Two Stars	Letters too small, and poorly laid out.
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	chris john stuart	5.0	2016年7月24日 在英国审核	0	Five Stars	excellent thanks
26	三国演义	Romance of the Three Kingdoms	罗贯中	C. H. Brewitt-Taylor	Amazon Customer	5.0	2017年8月24日 在英国审核	0	Five Stars	A must have classic
27	三国演义	The Three Kingdoms, Volume 3: Welcome The Tiger: The Epic Chinese Tale of Loyalty and War in a Dynamic New Translation	罗贯中	Yu Sumei	#1@My Own Party	5.0	2019年3月4日 在美国审核	2	This is my favorite edition. A must for classical literature enthusiasts	If you are going to start reading Romance of the Three Kingdoms then you should start with this book series. This edition is more coherent and well put together with footnotes at the bottom and end of each chapter. There is a character list in the beginning with brief descriptions. The names and places are spelled/pronounced more accurately. This series is a MUST for any fan of classical literature.
27	三国演义	The Three Kingdoms, Volume 3: Welcome The Tiger: The Epic Chinese Tale of Loyalty and War in a Dynamic New Translation	罗贯中	Yu Sumei	Sontino Trigilio	5.0	2018年7月22日 在美国审核	1	Five Stars	Best translation that I have of the series. I have 4 different ones. Very happy with this book.
27	三国演义	The Three Kingdoms, Volume 3: Welcome The Tiger: The Epic Chinese Tale of Loyalty and War in a Dynamic New Translation	罗贯中	Yu Sumei	Johnson	5.0	2019年11月6日 在美国审核	0	Great novel	Wow.. never thought i would finish these 3 novels. The vastness of the stories explain much of china today; its people, culture and even its politics. Very excellent translation.. bravo
27	三国演义	The Three Kingdoms, Volume 3: Welcome The Tiger: The Epic Chinese Tale of Loyalty and War in a Dynamic New Translation	罗贯中	Yu Sumei	Kindle Customer	5.0	2019年3月12日 在美国审核	0	Loved it.	It makes the great classic available to readers who are more comfortable witj English, yet retains the feel of the original language. This is especially evident in the translated poems.
27	三国演义	The Three Kingdoms, Volume 3: Welcome The Tiger: The Epic Chinese Tale of Loyalty and War in a Dynamic New Translation	罗贯中	Yu Sumei	Shelba Thompson	5.0	2018年5月6日 在美国审核	0	Five Stars	My 15-year old LOVES this book. He's read it twice already.
27	三国演义	The Three Kingdoms, Volume 3: Welcome The Tiger: The Epic Chinese Tale of Loyalty and War in a Dynamic New Translation	罗贯中	Yu Sumei	Chris hurlbert	5.0	2018年9月1日 在美国审核	0	Five Stars	It's great as long you don't steal it!
27	三国演义	The Three Kingdoms, Volume 3: Welcome The Tiger: The Epic Chinese Tale of Loyalty and War in a Dynamic New Translation	罗贯中	Yu Sumei	Susie O'Brien	5.0	2015年2月15日 在美国审核	6	Thwarted again	Vol. 3 provides an exciting conclusion to the preceding volumes. In Volumes 1 and 2, Zhuge Liang has masterminded, with clever maneuvers, victory at the Battle of Red Cliff against Cao Coa and then gone on to capture important cities, thus vastly increasing Liu Bei’s military power with additional soldiers and control of wealthy cities and provinces. Liu Bei dies in Vol. 3 leaving control of his kingdom to his son Liu Shan. Cao Cao, seeks to take advantage of Liu Bei’s death and inexperience of Liu Shan. Cao Cao comes up with a cunning scheme to attack Liu Shan’s kingdom from five directions. I was anxious to read how Zhuge Liang was going to deal with this new threat. However he reclused himself in his hut and would not come out. Finally after 3 days, Liu Shan goes to Zhuge Liang’s hut to hear what plans he has in mind. Zhuge Liang has brilliant plans to thwart each of the five attacks. He will himself lead the attack again the fierce Man tribes. In his fight against the Mans, after the battle he releases their leader on the faith of his good word that they will not fight again. This happens six times that Zhuge Liang battles and has victory over the Mans, each time capturing the leader and releasing him. After the seventh time, Zhuge Liang refuses to even see the leader of the Mans and has his assistant release him. At this, the leader of the Mans was so humiliated that he agreed to have a peace alliance with Liu Shan and have peaceful cooperation in the future. The Three Kingdoms story is truly one of the great classics of literature. This translation is easy reading. The footnotes were not only helpful, but at those special key locations in the writing, the footnotes at the bottom of the page made the flow of the story more meaningful.
27	三国演义	The Three Kingdoms, Volume 3: Welcome The Tiger: The Epic Chinese Tale of Loyalty and War in a Dynamic New Translation	罗贯中	Yu Sumei	Garth McLaomainn	5.0	2017年8月24日 在美国审核	0	Excellent books to read	Excellent books to read
27	三国演义	The Three Kingdoms, Volume 3: Welcome The Tiger: The Epic Chinese Tale of Loyalty and War in a Dynamic New Translation	罗贯中	Yu Sumei	Mark	4.0	2020年2月7日 在美国审核	1	Long Time Three Kingdoms Geek (All Three Volumes)	This review is really for all three of the books, as I have read them in their entirety. Collectively, these can be a difficult read from the perspective of so many historical figures coming and going, particularly later on in the series.  I have pretty extensive knowledge of this era of history, so it was fine with me, but just a note for anyone who knows little about people of this time that your head might spin a bit with so many character introductions. In terms of the story itself, Vol 1 and 2 are wonderful, full of action and intruigue.  Vol 3... while historically what it was, I found arduous to read through.  This isn't the fault of the authors, nor the translation, it's just not very interesting in terms of what happened near the end of the period especially in comparison to they first two volumes.  The figures of the later part of this time just feel flat as compared to their predecessors. There are some editing errors, typos, etc. and some odd word choices considering the context (hubbub, seriously? And siesta, I laughed when I read this used.) So, I definitely recommend it with the caveats in mind.
27	三国演义	The Three Kingdoms, Volume 3: Welcome The Tiger: The Epic Chinese Tale of Loyalty and War in a Dynamic New Translation	罗贯中	Yu Sumei	richard fuller	5.0	2016年11月20日 在美国审核	0	Five Stars	good
27	三国演义	The Three Kingdoms, Volume 3: Welcome The Tiger: The Epic Chinese Tale of Loyalty and War in a Dynamic New Translation	罗贯中	Yu Sumei	Metro Goldwyn	1.0	2016年7月30日 在美国审核	0	One Star	This is a highly disappointing book.
27	三国演义	The Three Kingdoms, Volume 3: Welcome The Tiger: The Epic Chinese Tale of Loyalty and War in a Dynamic New Translation	罗贯中	Yu Sumei	Colin H	5.0	2017年8月29日 在英国审核	1	A fascinating insight into the nature of power	(NOTE: This is a review for all three volumes of the Romance of the Three Kingdoms) I had been aware of this epic of Chinese literature for many years, but first developed a serious interest in reading it after having watched the excellent Chinese drama adaptation made in 2010. That gave me the impetus to pick up the first volume and give it a go. Some words of caution first, from one who has now read all three volumes. This is a book that very much requires you to juggle hundreds of names in your head and keep track of who is who. Indeed, I would strongly recommend watching that aforementioned TV series prior to reading the books. This may sound the wrong way around, but having made my way through all 1,377 pages, it would have been considerably harder without some pre-knowledge of key characters to anchor my progress. Having some understanding, for example, that a Lu Su matters where a Lu Xun does not, certainly makes getting through the book a mite less daunting. Another warning for those considering embarking on the Three Kingdoms: if you are not interested in military strategy and take no pleasure in reading about the minutiae of war, you should probably turn away. A significant percentage of the book is spent on detailing battles: many, many battles, often in quick succession. While war itself is not the core of what the Three Kingdoms is about, it is nevertheless the medium through which many of the story's messages are related. This is a fictionalised account of a very real historic period in Chinese history. After the fall of the Han dynasty in 220 AD, the country fell into a state of civil war, as rival warlords fought one another for superiority - each claiming to be the rightful successor to Han. Gradually power consolidated around three separate kingdoms: Wei in the North, Wu in the South and Shu in the West. Each was led by its own charismatic leader - Cao Cao, Sun Quan and Liu Bei respectively. The Romance of the Three Kingdoms tells their story, how they rose to power, what they did with that power and how each, ultimately, fell. It is truly epic in its scale, and widely recognised in China as one of the greatest books ever written. For me, this book is about much more than just a historic narrative. Still less is it a book merely about military tactics - although they certainly feature prominently throughout. Rather, the Three Kingdoms represents an insightful, penetrating look at power - how it can be won, how it can be maintained and how it can be lost. Each of the three rulers demonstrates different virtues and flaws, and is aided by a wide variety of generals and advisers, each with their own agendas. The ruthlessness of Cao Cao is tempered by his intellectual brilliance and his ability to exercise power without ever openly admitting to it. The virtue of Liu Bei, meanwhile, is undone by his inability to win his own battles and by his undying loyalty to those who do not always serve him best. The astuteness of Sun Quan is highlighted by the way in which he employs people best suited to the role, implicitly acknowledging his own shortcomings. Each ruler has a coterie of advisers, and the relationship between power and those who would shape and direct that power is fascinating. Zhuge Liang and Sima Yi both stand out as impressive figures in their own right, often outshining the men they exist to serve. Their interplay, in particular, is a highlight of the book. And it would be remiss of me not to mention Liu Bei's two brothers-in-arms: Zhang Fei, the oft-drunk and irascible warrior and Guan Yu, the legendary fighter who keeps his honour to his very last breath. Another lesson the Three Kingdoms teaches is that for all the struggles and grand designs, winning or losing may very often lie in the lap of the gods. A rainstorm at the wrong moment or a change in the direction of the wind can make all the difference. Illnesses strike down otherwise undefeated veterans, just as ultimately the collapse of the three kingdoms ends up owing more to the dissipation and idleness of the rulers' successors than to any great military victory. Power is ephemeral, and it cannot ever be taken for granted. There are so many stories and sub-plots woven into the fabric of the Three Kingdoms that it would be both infeasible and futile to assess them all here. The best I can say of this book is that it is a joy to read and its many pages a wonderful place within which to lose yourself. It is long, and there will be times when you may wonder if the battles will ever end with one siding achieving anything close to a significant victory; but stick with it and you will be rewarded.
28	三国演义	Romance of the Three Kingdoms, Vol. 1	罗贯中	C. H. Brewitt-Taylor	Rebecca Thorstad	4.0	2014年7月31日 在美国审核	3	I really enjoy this book	I really enjoy this book; although, I have a little trouble with the translations, I find myself re-reading some sentences. But it's a great read for history buffs and fans of the Dynasty Warriors games.
